doc_id,replydate,replies,char_count_median,response_median,response_rating,response_likes
164125,2015-11-26,1,295,148,"",0
167591,2016-03-06,2,46,444,"",0
164189,2015-08-26,1,125,129,"",0
167591,2016-03-19,1,141,32,"",0
165607,2015-12-17,1,137,19,"",0
168142,2016-01-28,1,76,42,"",0
165607,2015-12-24,1,159,14,"",0
168142,2016-02-18,1,17,46,"",0
165607,2015-12-26,1,163,464,"",0
169535,2016-04-21,9,194,30,"",0
165607,2016-01-03,2,120,66,"",0
169853,2016-02-02,1,125,550,"",0
165607,2016-01-12,1,163,191,"",0
170081,2016-01-04,3,132,1081,"",0
165607,2016-01-27,1,166,547,"",0
170665,2016-02-04,1,108,78,"",0
165607,2016-01-28,1,72,12,"",0
170665,2016-02-13,1,216,40,"",0
165619,2016-04-14,1,162,20,"",0
170706,2015-10-10,1,471,180,"",0
166667,2015-12-28,1,79,88150,"",0
170812,2015-09-07,1,255,5,"",0
166667,2016-04-19,2,132,491,"",0
173538,2016-02-17,1,30,26,"",0
167246,2016-02-05,1,364,98,"",0
173538,2016-03-09,1,80,52,"",0
168142,2016-02-07,1,128,220,"",0
173538,2016-03-21,3,134,21,"",0
169535,2016-04-15,1,182,3,"",0
173716,2016-04-07,1,161,378,"",0
169535,2016-04-17,2,46,32,"",0
173816,2016-02-17,1,95,136,"",0
169853,2015-12-31,1,222,206,"",0
175423,2015-08-27,2,194,322,"",0
169853,2016-02-16,1,158,502,"",0
175423,2015-08-28,1,286,59,"",0
169853,2016-03-22,2,49,18,"",0
175423,2015-09-30,1,205,235,"",0
170665,2015-10-17,1,54,87,"",0
175959,2015-09-23,1,196,5,"",0
170706,2015-09-14,1,214,79,"",0
176211,2016-04-27,1,75,5970,"",0
170706,2016-02-23,1,168,15,"",0
177088,2015-10-15,1,375,366,"",0
170812,2015-09-05,1,228,49,"",0
177088,2015-10-16,1,199,323,"",0
170812,2015-09-18,1,177,13,"",0
177088,2016-02-02,1,326,136,"",0
173291,2016-04-20,1,100,"","",0
177214,2015-10-03,1,265,366,"",0
173538,2016-02-28,1,133,290,"",0
177214,2015-10-06,1,183,11,"",0
173538,2016-03-12,1,72,221,"",0
178336,2015-08-27,1,166,14,"",0
173538,2016-04-02,2,129,19,"",0
178336,2015-12-09,1,90,13,"",0
173538,2016-04-04,1,420,7,"",0
178483,2015-10-10,1,987,627,"",0
173816,2016-01-17,1,107,444,"",0
179921,2015-09-19,1,140,14,"",0
173919,2016-02-19,1,231,9,"",0
179921,2016-03-15,1,68,4,"",0
173961,2015-10-13,1,309,4,"",0
180397,2015-10-29,1,178,36,"",0
174525,2015-09-08,1,1039,17,"",0
180397,2015-12-03,1,38,1,"",0
174525,2015-11-28,1,489,"","",0
181321,2016-04-02,1,317,356,"",0
175959,2015-11-06,2,186,238,"",0
182325,2016-03-11,1,150,470,"",0
176211,2015-11-06,1,305,886,"",0
182325,2016-03-29,1,166,35,"",0
176211,2016-03-31,1,321,25,"",0
184675,2015-10-11,1,196,102,"",0
178336,2015-08-25,3,198,5,"",0
184675,2015-11-13,1,288,-1,"",0
178336,2015-09-01,4,117,8,"",0
184675,2015-12-11,1,133,"","",0
178483,2015-10-26,1,272,26,"",0
188270,2015-10-18,1,493,15,"",0
178483,2015-11-05,1,168,236,"",0
188270,2015-10-20,1,422,178,"",0
179228,2015-10-26,1,119,264,"",0
189727,2015-09-29,2,224,19,"",0
179531,2015-10-03,1,308,972,"",0
189753,2015-09-24,1,252,168,"",0
179921,2016-03-01,1,262,12,"",0
189753,2015-09-26,1,121,24,"",0
179921,2016-03-03,1,269,14,"",0
190139,2015-10-06,1,330,58,"",0
179921,2016-03-09,1,82,10,"",0
190139,2015-11-18,6,72,883,"",0
179921,2016-03-26,1,11,467,"",0
190139,2015-12-22,1,46,27128,"",0
180397,2016-03-20,1,77,2344,"",0
190139,2016-01-17,2,70,0,"",0
181240,2015-12-01,2,105,89,"",0
190139,2016-02-04,1,117,118,"",0
184675,2015-10-13,1,128,0,"",0
190139,2016-02-18,1,225,24,"",0
184675,2015-10-16,1,246,187,"",0
191561,2015-10-18,3,310,818,"",0
184675,2015-11-01,2,112,1728,"",0
191561,2016-03-17,1,164,272,"",0
184675,2015-11-10,1,167,199,"",0
192581,2015-11-23,1,425,282,"",0
185266,2015-09-04,1,185,25,"",0
192581,2015-12-31,1,42,459,"",0
185942,2016-04-23,2,81,164,"",0
192601,2016-04-02,1,892,13,"",0
188560,2015-09-17,1,127,10,"",0
192786,2015-09-27,1,169,131,"",0
189517,2016-03-08,1,195,32,"",0
193103,2015-08-31,1,127,7562,"",0
189517,2016-04-06,1,142,53,"",0
193103,2015-09-27,1,204,2678,"",0
189517,2016-04-20,1,20,115,"",0
193103,2015-11-13,1,353,258,"",0
189727,2015-09-22,1,565,203,"",0
193103,2016-02-06,1,286,6,"",0
189727,2015-10-06,1,127,58,"",0
193103,2016-03-06,1,275,75,"",0
189727,2015-10-08,1,250,99,"",0
193103,2016-03-07,1,76,6,"",0
189727,2015-10-30,1,220,115,"",0
193139,2015-10-14,1,142,91,"",0
189753,2015-10-17,4,158,9,"",0
193285,2015-08-31,2,162,2996,"",0
190139,2015-08-30,1,104,623,"",0
193285,2015-09-14,1,194,121,"",0
190139,2015-09-01,3,265,1293,"",0
193285,2015-12-06,1,114,24093,"",0
190139,2015-09-05,5,149,404,"",0
193298,2015-09-24,1,287,203,"",0
190139,2015-10-07,2,103,28,"",0
193298,2015-09-27,1,131,122,"",0
190139,2015-11-22,3,181,427,"",0
193298,2015-10-02,1,199,3,"",0
190139,2015-12-29,1,173,8,"",0
193298,2015-10-03,2,286,25,"",0
190139,2016-01-04,1,76,123,"",0
193353,2016-02-19,2,129,22,"",0
190139,2016-01-06,1,266,4,"",0
193353,2016-03-02,1,463,54,"",0
190139,2016-03-31,1,87,690,"",0
193353,2016-03-19,1,254,139,"",0
190139,2016-04-10,1,252,10,"",0
193453,2016-04-27,2,143,125,"",0
190139,2016-04-17,1,653,330,"",0
193501,2015-10-17,1,95,28,"",0
192581,2015-11-11,1,191,160,"",0
193501,2015-11-27,1,167,238,"",0
192581,2015-12-07,1,349,39,"",0
193662,2015-09-14,1,167,224,"",0
192786,2015-09-25,1,305,212,"",0
197930,2016-01-27,1,550,7,"",0
193103,2016-03-22,1,272,46,"",0
198028,2016-03-01,1,86,121,"",0
193353,2016-02-09,1,59,175,"",0
199067,2016-02-15,1,152,24,"",0
193353,2016-02-16,1,286,59,"",0
199252,2015-09-15,1,387,8978,"",0
193353,2016-02-21,2,123,287,"",0
199619,2016-02-07,1,523,823,"",0
193353,2016-02-26,1,150,97,"",0
199619,2016-02-08,1,330,5,"",0
193501,2015-09-20,1,188,27,"",0
199619,2016-02-15,1,708,1504,"",0
193501,2016-02-18,1,214,42,"",0
200549,2015-09-22,3,316,46,"",0
193501,2016-03-25,1,46,0,"",0
200549,2015-09-25,2,208,321,"",0
193662,2015-09-15,1,120,239,"",0
200549,2015-10-27,1,165,322,"",0
193662,2015-09-16,1,103,500,"",0
202029,2015-09-20,2,162,7,"",0
195864,2015-09-04,1,495,203,"",0
202029,2015-10-08,1,551,160,"",0
198028,2016-02-25,1,126,99,"",0
202029,2016-02-10,1,272,9,"",0
198028,2016-02-29,1,125,271,"",0
203161,2015-10-07,1,167,305,"",0
198028,2016-03-17,1,354,150,"",0
205048,2015-09-18,1,174,57,"",0
198028,2016-03-24,1,115,8,"",0
205048,2015-09-23,2,111,8,"",0
199252,2015-09-07,3,314,3297,"",0
205638,2016-04-19,1,355,46,"",0
199619,2016-02-20,1,340,773,"",0
206069,2015-11-06,2,88,101,"",0
199619,2016-02-23,1,271,119,"",0
206404,2015-09-05,2,124,437,"",0
199619,2016-03-12,1,368,4313,"",0
206905,2015-11-12,1,334,109,"",0
200549,2015-10-02,2,166,887,"",0
208075,2015-10-03,1,146,125,"",0
200549,2015-10-06,2,208,323,"",0
208075,2015-10-14,1,172,801,"",0
200549,2015-11-11,1,204,8638,"",0
208541,2015-09-25,1,240,252,"",0
200549,2015-11-17,1,95,24,"",0
208541,2015-10-02,2,156,199,"",0
200549,2015-12-15,1,197,12,"",0
208541,2015-10-23,1,213,2879,"",0
200917,2016-01-28,1,295,20,"",0
208541,2015-12-03,1,304,49,"",0
200917,2016-04-07,1,637,359,"",0
208541,2016-04-01,1,225,557,"",0
200917,2016-04-26,1,388,17,"",0
209166,2016-04-18,1,373,"","",0
201901,2015-12-31,1,193,8875,"",0
209166,2016-04-21,2,176,"","",0
202029,2016-01-21,1,159,28,"",0
210085,2015-09-10,3,167,16,"",0
202029,2016-01-30,1,170,81,"",0
210085,2015-09-13,1,173,55,"",0
202029,2016-02-05,1,28,7,"",0
210085,2015-09-14,1,165,18,"",0
203748,2015-09-19,1,719,5235,"",0
210156,2016-01-14,1,180,202,"",0
205048,2015-09-06,5,150,144,"",0
210156,2016-02-08,1,216,1358,"",0
205048,2015-09-15,1,245,4,"",0
210156,2016-02-13,1,149,125,"",0
205048,2015-09-19,1,190,49,"",0
210156,2016-02-25,2,181,219,"",0
205048,2015-09-21,1,136,37,"",0
210156,2016-03-09,1,9,85,"",0
205638,2016-02-04,1,433,37,"",0
210156,2016-03-10,2,178,1601,"",0
205638,2016-02-05,1,452,75,"",0
210156,2016-04-01,1,211,1296,"",0
205638,2016-04-05,1,545,889,"",0
210156,2016-04-21,1,310,94,"",0
206069,2015-10-19,1,222,121,"",0
212437,2015-11-20,1,376,130,"",0
206069,2015-11-16,1,160,2,"",0
213249,2015-12-19,2,148,33,"",0
206069,2015-11-24,1,114,779,"",0
213249,2016-01-16,3,238,16,"",0
206069,2015-12-29,1,161,267,"",0
213249,2016-01-17,1,2,41,"",0
206404,2015-09-13,2,125,302,"",0
213570,2015-09-30,5,255,64,"",0
206404,2015-11-03,1,258,133,"",0
213570,2015-10-08,2,257,0,"",0
208075,2015-10-07,1,195,7,"",0
216255,2016-02-19,4,263,135,"",0
208075,2015-11-25,1,213,6,"",0
216378,2015-12-05,1,284,1162,"",0
208075,2015-11-29,1,154,46,"",0
216378,2015-12-22,1,103,18,"",0
208541,2015-09-20,1,150,3548,"",0
216457,2015-09-21,1,106,998,"",0
208541,2015-09-26,1,459,268,"",0
217248,2015-11-17,1,228,234,"",0
208541,2015-10-10,1,227,49,"",0
217248,2015-12-18,1,245,22,"",0
208541,2015-11-13,1,75,1173,"",0
217681,2016-02-12,1,82,182,"",0
210085,2015-09-28,1,188,60,"",0
217681,2016-03-12,4,138,64,"",0
210156,2016-01-10,1,164,168,"",0
218783,2016-02-21,3,212,117773,"",0
210156,2016-01-28,2,88,28,"",0
218783,2016-03-03,1,666,"","",0
210156,2016-02-27,1,318,172,"",0
218897,2015-09-28,1,323,65,"",0
210156,2016-03-05,8,148,756,"",0
218897,2015-11-19,1,401,46,"",0
210156,2016-04-03,4,154,841,"",0
218897,2015-11-21,1,458,9,"",0
210270,2015-09-23,1,144,107,"",0
218897,2015-12-01,1,158,77,"",0
212437,2016-02-09,1,266,14,"",0
218897,2015-12-10,2,37,1,"",0
213570,2015-10-09,2,155,4,"",0
218897,2016-01-24,1,126,1554,"",0
213570,2015-10-14,1,323,66,"",0
218897,2016-02-09,1,466,94,"",0
213570,2015-10-15,1,596,72,"",0
218897,2016-02-22,2,275,21,"",0
213570,2015-10-17,1,364,682,"",0
218897,2016-02-25,2,192,19,"",0
213570,2015-10-31,1,119,8,"",0
218897,2016-03-04,1,287,336,"",0
214851,2016-01-09,1,210,55261,"",0
218897,2016-04-06,1,133,16,"",0
216255,2016-02-27,1,105,4,"",0
218897,2016-04-18,2,26,20,"",0
216378,2015-12-03,1,102,"","",0
218897,2016-04-19,1,198,18,"",0
216378,2015-12-07,2,139,177,"",0
219198,2016-02-09,2,80,30,"",0
217189,2015-10-14,1,646,368,"",0
219198,2016-02-16,1,212,13,"",0
217248,2015-12-04,1,221,263,"",0
219198,2016-03-09,1,133,37,"",0
217248,2015-12-07,1,90,4,"",0
219851,2015-10-06,1,183,326,"",0
217248,2016-01-05,1,166,35,"",0
220551,2016-02-21,1,916,107,"",0
217554,2015-09-19,1,177,175,"",0
220551,2016-03-09,1,466,431,"",0
217681,2016-02-13,1,108,345,"",0
221144,2016-03-01,1,282,201,"",0
217681,2016-02-24,1,192,243,"",0
221144,2016-03-14,2,341,88,"",0
217681,2016-03-04,3,154,617,"",0
221144,2016-03-15,1,237,4,"",0
217681,2016-04-09,2,111,205,"",0
221144,2016-04-04,2,235,272,"",0
217681,2016-04-12,4,126,67,"",0
221144,2016-04-17,2,227,5,"",0
218897,2015-10-03,1,264,216,"",0
221226,2015-12-25,1,94,24,"",0
218897,2015-10-08,1,202,5,"",0
221226,2016-01-18,1,118,41,"",0
218897,2015-11-10,1,225,6,"",0
221716,2015-12-14,1,56,542,"",0
218897,2015-12-07,2,248,49,"",0
221821,2015-11-04,1,375,1713,"",0
218897,2015-12-15,2,200,4,"",0
221821,2016-02-13,1,68,418,"",0
218897,2016-03-19,1,258,84,"",0
222895,2016-01-28,1,250,14,"",0
218897,2016-03-29,2,327,99,"",0
222907,2015-11-11,2,33,342,"",0
218897,2016-03-31,2,306,26,"",0
222907,2015-11-16,2,91,122,"",0
218897,2016-04-02,2,140,39,"",0
222907,2016-03-21,1,156,63,"",0
219198,2016-02-23,1,288,39,"",0
223139,2016-02-24,1,180,23,"",0
219198,2016-03-01,1,126,5,"",0
223139,2016-02-29,2,377,16,"",0
219198,2016-03-08,1,168,64,"",0
223139,2016-03-16,1,556,24,"",0
220407,2015-11-29,1,154,"","",0
223139,2016-04-03,1,116,8,"",0
220551,2016-02-19,1,722,0,"",0
223139,2016-04-14,1,250,61,"",0
220551,2016-03-08,1,234,560,"",0
224390,2015-10-11,1,136,72,"",0
221144,2016-02-25,1,171,141,"",0
224390,2015-12-19,1,392,28,"",0
221144,2016-03-09,1,446,35,"",0
224390,2016-01-09,1,279,2861,"",0
221144,2016-04-09,4,494,342,"",0
225254,2015-11-05,1,113,12,"",0
221144,2016-04-26,1,283,195,"",0
226211,2016-01-15,2,88,51,"",0
221226,2015-12-17,1,102,25,"",0
226637,2016-01-25,1,82,279,"",0
221248,2015-12-04,1,344,161,"",0
226680,2015-10-11,1,257,96,"",0
222907,2015-10-28,1,87,1001,"",0
226735,2016-04-09,1,43,72,"",0
222907,2015-11-20,1,165,1,"",0
227945,2015-11-30,3,154,4269,"",0
222907,2015-11-30,1,83,45,"",0
230226,2016-01-28,1,149,78,"",0
222907,2015-12-02,1,33,73,"",0
230226,2016-03-03,1,108,221,"",0
222907,2016-02-10,2,25,0,"",0
230226,2016-04-04,3,146,166,"",0
222907,2016-03-09,1,33,226,"",0
230457,2016-04-23,1,431,54,"",0
222907,2016-03-20,10,68,82,"",0
230457,2016-04-25,1,272,266,"",0
222907,2016-03-29,1,89,0,"",0
230457,2016-04-27,1,297,0,"",0
223139,2016-03-08,1,436,3099,"",0
230508,2015-10-04,1,168,115,"",0
223932,2015-10-21,1,325,3233,"",0
230649,2015-10-07,1,228,679,"",0
224390,2015-11-04,1,207,48,"",0
230649,2015-10-14,1,277,268,"",0
225254,2015-11-19,1,188,5065,"",0
230649,2015-12-03,1,374,0,"",0
225254,2015-12-18,1,48,38,"",0
230794,2015-10-17,4,193,756,"",0
225254,2016-01-07,1,65,371,"",0
230794,2015-11-22,1,644,275,"",0
225254,2016-02-23,1,168,7,"",0
230794,2015-11-23,1,511,295,"",0
226211,2016-02-18,1,174,1083,"",0
230794,2015-11-30,1,317,237,"",0
226537,2016-02-19,1,811,17,"",0
230794,2015-12-06,1,338,248,"",0
226680,2015-11-25,1,199,118,"",0
230794,2015-12-08,1,288,686,"",0
227716,2016-03-30,1,317,50,"",0
230794,2015-12-24,1,71,381,"",0
227737,2016-02-23,1,8,9,"",0
230794,2016-01-15,1,975,123,"",0
227737,2016-02-25,1,79,78,"",0
230794,2016-01-24,1,780,209,"",0
227945,2015-12-14,2,97,-2,"",0
230794,2016-03-24,1,278,9,"",0
228150,2016-01-18,1,83,7,"",0
230794,2016-04-01,1,212,72,"",0
230226,2016-02-16,1,307,141,"",0
230794,2016-04-26,1,198,16,"",0
230649,2015-09-24,1,112,329,"",0
233620,2015-09-27,1,135,4,"",0
230649,2015-09-27,3,294,1323,"",0
233620,2016-01-26,1,170,336,"",0
230649,2015-10-06,2,325,14,"",0
233620,2016-02-26,4,117,"","",0
230649,2015-12-20,1,594,5016,"",0
235707,2016-01-14,1,166,33,"",0
230794,2015-10-03,2,219,597,"",0
235993,2015-10-12,1,194,28,"",0
230794,2015-10-24,2,153,548,"",0
235993,2015-11-15,2,71,3,"",0
230794,2015-11-03,1,318,361,"",0
235993,2015-11-18,1,127,83,"",0
230794,2015-12-15,1,451,681,"",0
235993,2015-12-04,2,54,8,"",0
230794,2016-01-22,2,575,69,"",0
235993,2015-12-25,1,33,28,"",0
230794,2016-02-24,1,847,75,"",0
235993,2016-01-03,1,98,38,"",0
230794,2016-04-03,1,558,218,"",0
235993,2016-01-04,1,128,89,"",0
230794,2016-04-04,3,688,30,"",0
235993,2016-01-10,2,125,18,"",0
230794,2016-04-18,1,1231,141,"",0
235993,2016-01-17,1,152,15,"",0
235064,2015-10-05,1,242,369,"",0
235993,2016-01-29,1,36,117,"",0
235993,2015-10-13,1,118,21,"",0
235993,2016-02-09,2,89,54,"",0
235993,2015-11-06,2,15,131,"",0
235993,2016-02-18,1,119,107,"",0
235993,2015-11-28,1,131,27,"",0
236374,2015-10-06,1,392,252,"",0
235993,2015-12-23,2,52,5,"",0
236374,2015-10-07,1,199,3,"",0
235993,2016-01-02,1,49,63,"",0
237255,2015-11-22,1,518,9,"",0
235993,2016-01-16,2,118,3,"",0
238993,2016-03-23,1,35,39,"",0
235993,2016-02-07,2,33,4,"",0
238993,2016-03-31,1,112,534,"",0
235993,2016-02-25,1,36,39,"",0
240222,2015-12-28,1,164,114,"",0
235993,2016-02-27,1,88,40,"",0
240222,2016-02-06,1,372,113,"",0
236374,2015-10-05,1,336,324,"",0
240563,2016-02-10,1,355,58,"",0
240222,2016-02-25,1,471,1140,"",0
240563,2016-02-28,1,172,44,"",0
240563,2016-02-05,1,354,128,"",0
240563,2016-03-06,1,127,51,"",0
240563,2016-03-17,1,198,177,"",0
240563,2016-03-31,1,165,1371,"",0
240563,2016-03-21,1,261,360,"",0
240851,2016-02-22,1,125,2449,"",0
240851,2016-02-20,1,96,896,"",0
240851,2016-03-04,1,52,21,"",0
240851,2016-03-02,2,98,70,"",0
240851,2016-04-01,2,160,766,"",0
244185,2015-11-04,1,181,924,"",0
240908,2015-12-05,1,126,1069,"",0
244532,2016-04-24,1,19,105,"",0
242730,2016-03-18,1,264,1443,"",0
244703,2015-10-19,1,129,32,"",0
243858,2015-12-31,1,347,7846,"",0
244703,2015-12-15,1,144,155,"",0
244703,2015-10-12,1,178,45,"",0
244703,2016-01-18,1,55,171,"",0
244703,2015-10-26,1,178,156,"",0
245413,2015-10-10,1,129,359,"",0
244703,2016-01-27,1,190,18,"",0
245851,2015-10-01,1,146,19,"",0
244703,2016-02-15,1,150,154,"",0
246014,2015-10-06,1,290,291,"",0
244703,2016-02-25,1,130,13,"",0
246014,2015-10-30,1,402,11,"",0
245446,2016-04-19,1,87,3242,"",0
246014,2016-01-22,2,402,11,"",0
246645,2015-10-28,4,314,7,"",0
246645,2015-10-24,1,176,81,"",0
246645,2016-03-01,1,468,582,"",0
246645,2016-01-24,1,193,914,"",0
250978,2016-01-05,1,145,2385,"",0
246645,2016-04-05,1,429,785,"",0
250978,2016-01-17,1,226,29,"",0
247605,2016-02-23,1,111,0,"",0
250978,2016-01-18,1,103,36,"",0
250978,2015-12-15,1,110,8,"",0
250978,2016-03-18,3,671,68,"",0
250978,2016-03-20,2,275,1161,"",0
256173,2015-11-02,1,326,18,"",0
250978,2016-03-23,1,120,2453,"",0
256698,2015-10-10,1,121,7,"",0
256173,2015-10-10,2,139,3,"",0
256698,2015-10-16,2,119,26,"",0
256698,2015-10-14,2,146,24,"",0
256698,2015-10-31,1,161,2105,"",0
256698,2015-10-15,5,210,238,"",0
257727,2016-03-17,1,237,558,"",0
256698,2015-10-22,1,410,111,"",0
263869,2016-02-28,1,313,25,"",0
256698,2015-10-23,1,329,675,"",0
263869,2016-03-02,2,178,7,"",0
256698,2015-11-27,1,181,3078,"",0
263869,2016-03-08,1,165,43,"",0
257727,2016-03-01,1,682,288,"",0
263869,2016-03-12,2,140,5,"",0
263869,2016-03-09,1,101,36,"",0
263869,2016-03-14,1,181,19,"",0
263869,2016-03-10,1,150,24,"",0
263869,2016-03-27,1,77,230,"",0
263869,2016-03-26,1,370,38,"",0
263869,2016-04-05,1,98,35,"",0
263869,2016-04-21,1,200,4,"",0
265440,2016-03-01,1,136,68,"",0
270532,2015-11-18,2,241,-1,"",0
265871,2015-11-23,3,189,3387,"",0
270875,2016-03-14,1,84,410,"",0
265871,2015-11-27,1,101,3329,"",0
272084,2016-02-24,1,355,27,"",0
270875,2016-04-07,1,266,303,"",0
273488,2015-12-14,2,74,276,"",0
273488,2015-12-04,1,196,172,"",0
273488,2016-01-09,1,110,224,"",0
273488,2015-12-17,2,113,111,"",0
273488,2016-01-16,1,65,4546,"",0
273488,2015-12-25,3,129,3193,"",0
273488,2016-02-09,1,42,32,"",0
273488,2016-01-12,1,138,299,"",0
276026,2015-12-15,1,810,13,"",0
273488,2016-01-25,1,120,259,"",0
278274,2016-02-05,1,121,811,"",0
273488,2016-01-29,1,126,131,"",0
280649,2016-03-13,1,90,623,"",0
273488,2016-02-01,1,85,22,"",0
280792,2015-11-28,1,102,171,"",0
273488,2016-02-06,1,82,134,"",0
280792,2015-12-24,2,55,702,"",0
275973,2016-03-19,2,102,352,"",0
280792,2016-01-02,1,18,237,"",0
276026,2015-11-24,1,1459,160,"",0
280792,2016-02-10,3,27,204,"",0
276026,2015-12-03,1,1037,38,"",0
284507,2016-01-10,1,323,122,"",0
276728,2015-10-31,1,147,413,"",0
284507,2016-01-25,1,193,1201,"",0
278274,2015-11-24,1,102,3021,"",0
284507,2016-02-18,1,58,97,"",0
278274,2015-12-07,1,97,554,"",0
284507,2016-02-27,1,54,54,"",0
278274,2015-12-10,1,74,276,"",0
284507,2016-03-02,3,82,29,"",0
280792,2015-11-18,1,137,160,"",0
284831,2016-03-05,1,551,303,"",0
280792,2015-11-29,1,4,219,"",0
284831,2016-04-01,1,168,567,"",0
280792,2015-12-16,4,64,18,"",0
285329,2016-01-13,1,70,145,"",0
284507,2015-12-29,1,24,78,"",0
285410,2016-04-28,1,378,48,"",0
284507,2016-03-10,1,27,70,"",0
285519,2016-03-07,3,145,70,"",0
284673,2015-11-11,2,370,972,"",0
285922,2016-03-21,1,157,204,"",0
284673,2015-11-16,5,195,1269,"",0
286463,2016-04-23,1,367,164,"",0
284673,2015-11-28,2,309,2,"",0
286563,2016-01-07,1,140,222,"",0
284673,2015-12-14,2,116,276,"",0
288300,2016-03-15,1,295,59,"",0
285410,2016-01-15,2,240,0,"",0
289601,2016-04-18,1,41,64,"",0
285410,2016-04-05,1,183,178,"",0
291298,2015-12-08,2,10,27,"",0
285802,2015-11-21,1,47,373,"",0
291298,2015-12-14,1,70,8,"",0
285802,2016-01-01,1,16,13677,"",0
291298,2015-12-17,1,152,-1,"",0
286463,2016-03-04,1,367,10,"",0
291298,2016-01-21,1,106,9,"",0
288481,2016-04-23,3,396,"","",0
291298,2016-03-01,1,156,132,"",0
288485,2016-03-25,1,117,66,"",0
293028,2015-11-11,1,319,318,"",0
291298,2015-12-01,1,92,1112,"",0
293028,2015-11-13,1,238,167,"",0
291298,2015-12-02,1,120,31,"",0
294084,2016-03-12,1,261,87,"",0
291298,2015-12-11,1,63,123,"",0
305719,2015-12-07,1,49,255,"",0
291298,2015-12-13,1,99,55,"",0
305719,2015-12-13,1,227,118,"",0
291298,2016-01-01,1,147,173,"",0
305719,2015-12-17,1,87,50,"",0
291298,2016-03-04,1,138,118,"",0
305869,2015-10-23,1,88,19,"",0
294006,2015-12-30,2,267,624,"",0
305869,2015-12-03,2,58,30,"",0
294006,2016-01-30,2,247,23,"",0
305869,2016-01-19,1,502,952,"",0
294084,2015-11-11,1,238,331,"",0
308267,2016-04-13,3,281,97,"",0
294084,2015-11-23,6,112,225,"",0
308267,2016-04-15,2,201,1582,"",0
294084,2016-02-15,2,92,292,"",0
310093,2015-12-29,2,175,42,"",0
294084,2016-03-04,5,174,3005,"",0
310389,2015-12-11,1,313,401,"",0
294084,2016-04-19,4,227,131,"",0
310389,2015-12-26,1,175,299,"",0
294084,2016-04-26,3,137,"","",0
310389,2016-01-27,1,84,1479,"",0
294084,2016-04-27,4,144,54,"",0
311042,2016-03-05,1,251,14113,"",0
299029,2016-03-29,1,128,"","",0
311042,2016-03-14,1,212,16,"",0
299029,2016-04-07,1,163,347,"",0
311042,2016-04-17,1,222,288,"",0
303552,2016-02-28,1,32,23,"",0
311894,2016-02-01,3,266,0,"",0
305719,2015-11-29,1,160,156,"",0
311894,2016-02-20,1,216,"","",0
305719,2016-02-04,1,28,10,"",0
311894,2016-03-15,1,229,"","",0
305719,2016-02-08,1,18,19,"",0
311894,2016-04-10,1,297,"","",0
305869,2015-09-04,1,266,50,"",0
313110,2015-12-23,1,126,149,"",0
305869,2015-09-08,2,134,181,"",0
313110,2016-01-22,1,236,179,"",0
305869,2015-10-10,1,373,133,"",0
313110,2016-03-04,1,123,169,"",0
308267,2015-12-08,1,74,826,"",0
313110,2016-03-10,1,115,167,"",0
308267,2015-12-27,1,136,566,"",0
314158,2016-02-29,1,201,458,"",0
308267,2016-02-09,1,189,187,"",0
314158,2016-03-12,4,345,32,"",0
310389,2015-11-26,1,412,266,"",0
314158,2016-03-23,2,352,192,"",0
310389,2015-12-05,1,282,441,"",0
314158,2016-03-25,1,610,"","",0
310389,2015-12-24,4,118,341,"",0
315118,2015-12-01,1,860,70,"",0
310389,2016-01-01,1,214,305,"",0
315177,2015-12-28,1,638,4255,"",0
310389,2016-01-07,1,98,1728,"",0
315177,2016-04-03,1,516,436,"",0
310389,2016-02-05,1,110,242,"",0
315787,2015-12-26,2,45,0,"",0
311042,2016-03-11,1,126,14,"",0
315787,2016-04-06,1,125,85,"",0
311042,2016-03-15,1,57,6,"",0
317284,2016-02-20,3,176,668,"",0
311042,2016-03-16,1,72,124,"",0
317284,2016-02-23,1,30,78,"",0
311042,2016-04-08,1,208,461,"",0
318938,2016-04-24,2,67,33227,"",0
311894,2016-02-18,3,314,"","",0
319066,2016-02-18,1,178,109,"",0
311894,2016-03-18,2,216,"","",0
319066,2016-02-23,2,143,10,"",0
311894,2016-04-14,1,222,"","",0
319818,2016-03-12,1,349,"","",0
311894,2016-04-21,1,204,"","",0
319818,2016-03-15,2,52,"","",0
313110,2016-02-01,1,175,166,"",0
322464,2016-01-04,1,207,281,"",0
313110,2016-02-16,1,229,151,"",0
325006,2015-12-11,4,216,"","",0
313110,2016-03-30,1,117,35,"",0
325006,2016-03-03,1,147,12,"",0
313110,2016-04-21,1,154,79,"",0
325006,2016-04-28,1,79,18,"",0
313873,2016-01-20,5,53,"","",0
326603,2016-04-09,1,295,38,"",0
313873,2016-03-07,1,29,905,"",0
327455,2015-12-07,1,95,2,"",0
314158,2016-03-26,3,248,21,"",0
331361,2016-01-03,1,279,261,"",0
315118,2015-11-25,1,449,149,"",0
333838,2015-12-21,5,48,38,"",0
315177,2016-02-25,3,163,"","",0
333838,2015-12-24,3,40,83,"",0
315177,2016-03-02,2,187,"","",0
333838,2016-01-02,1,61,56,"",0
315787,2016-01-18,1,197,92,"",0
333838,2016-01-13,3,71,60,"",0
315787,2016-01-21,1,53,3,"",0
333838,2016-01-21,2,14,46,"",0
