doc_id,replydate,replies,char_count_median,response_median,response_rating,response_likes
146432,2016-02-08,1,260,"",2,1
140164,2016-02-04,3,275,635,5,1
146432,2016-04-24,2,155,0,5,1
140164,2016-02-06,3,549,798,2,1
146825,2016-02-21,2,177,8,3,1
140164,2016-02-10,5,479,290,5,1
148737,2016-02-11,1,293,"","",1
140164,2016-02-22,1,238,1600,5,1
148737,2016-03-13,1,213,27,5,1
140164,2016-03-06,2,246,333,2,1
150060,2016-04-15,4,130,53,5,1
140164,2016-03-28,5,222,2191,"",1
150508,2016-02-19,1,85,17,"",1
140576,2015-09-17,2,205,44,3,1
150508,2016-02-24,3,92,15,"",1
140576,2015-09-21,3,129,10,2,1
150508,2016-03-03,1,42,8,4,1
140576,2015-09-29,11,327,910,"",1
150508,2016-04-07,5,86,258,5,1
140576,2015-10-03,4,147,44,3,1
150508,2016-04-11,2,82,6,2,1
140576,2015-10-21,5,244,20,4,1
150508,2016-04-27,2,14,542,2,1
140576,2015-10-22,5,422,75,5,1
150876,2016-02-02,1,121,49,"",1
140576,2015-11-16,1,292,268,3,1
150876,2016-04-07,1,235,48,"",1
140576,2016-03-27,4,123,377,5,1
150983,2016-02-06,2,227,146,"",1
140589,2016-03-24,3,357,0,5,1
151889,2015-09-09,1,214,123,"",1
140605,2015-09-10,1,229,293,"",1
151889,2015-09-13,2,186,113,"",1
140605,2015-09-14,3,195,276,"",1
151889,2015-09-15,4,293,148,3,1
140605,2015-09-23,9,306,352,4,1
151889,2015-09-24,7,265,102,4,1
140605,2015-09-25,4,270,327,"",1
151889,2015-09-26,10,330,87,4,1
140605,2015-10-24,2,158,1324,2,1
151889,2015-10-02,7,304,410,"",1
140605,2015-12-16,1,462,327,4,1
151889,2015-10-06,2,252,95,"",1
140605,2016-01-06,3,338,0,"",1
151889,2015-10-19,5,484,52673,3,1
141131,2016-04-25,1,145,64,2,1
151889,2015-10-20,1,624,25,"",1
142243,2016-02-22,6,63,11,3,1
151889,2015-10-26,1,852,5,"",1
142578,2016-04-05,4,256,356,5,1
151889,2015-10-30,3,544,91,"",1
142856,2015-12-13,5,264,0,3,1
151889,2015-11-17,1,330,4,"",1
143806,2016-01-29,1,230,36,5,1
151889,2015-11-21,2,204,53,3,1
144416,2015-09-02,9,324,91,3,1
151889,2015-11-27,4,236,18,"",1
144416,2015-09-12,3,383,141,"",1
151889,2015-12-02,1,255,119,"",1
144416,2015-09-20,3,264,52,"",1
151889,2015-12-13,3,323,85,"",1
144416,2015-10-03,3,491,29,"",1
151889,2016-04-12,3,166,"","",1
144416,2015-10-06,2,348,22,"",1
151889,2016-04-14,5,228,0,5,1
144416,2015-10-10,3,311,52,"",1
151889,2016-04-15,1,133,0,5,1
144416,2015-10-13,2,202,74,2,1
151889,2016-04-22,3,355,0,5,1
144416,2015-11-05,3,449,426,"",1
152657,2015-08-26,1,336,1209,"",1
144416,2015-11-16,3,431,484,"",1
152839,2015-09-29,1,315,10,"",1
144416,2015-12-31,3,164,175,5,1
152839,2015-11-02,1,405,27,3,1
144416,2016-03-23,1,166,119,2,1
152839,2015-11-23,1,410,49,"",1
144493,2015-12-29,1,506,4226,4,1
153888,2016-03-11,1,610,315,5,1
144493,2016-01-12,4,374,0,"",1
153888,2016-03-29,5,504,1166,5,1
145838,2016-01-17,3,235,89,3,1
153932,2015-07-18,1,175,2405,4,1
145838,2016-02-01,1,187,3056,"",1
153932,2016-01-06,4,127,1,"",1
145838,2016-02-09,1,106,152,3,1
153932,2016-01-27,2,94,2,5,1
145838,2016-03-17,2,56,155,5,1
153932,2016-02-22,3,174,10,"",1
146171,2016-04-16,1,97,482,2,1
153932,2016-03-15,1,170,26325,"",1
146432,2016-02-09,3,234,311,5,1
154511,2016-03-05,4,77,144,4,1
146432,2016-02-13,2,106,54,"",1
154529,2016-03-25,1,55,34,"",1
146432,2016-02-26,1,242,1518,3,1
154529,2016-03-28,2,143,92,5,1
146518,2015-09-26,2,421,263,3,1
154529,2016-03-31,2,154,234,"",1
146825,2016-03-02,3,100,83,"",1
154529,2016-04-11,3,109,50,3,1
147027,2016-02-02,1,31,209,5,1
154761,2015-10-09,1,357,30,2,1
148391,2016-04-25,4,468,88,5,1
155422,2015-09-07,5,645,73,"",1
150060,2016-04-20,2,85,662,5,1
155422,2015-09-23,5,276,442,"",1
150060,2016-04-27,11,86,207,"",1
155422,2015-09-28,3,317,2301,3,1
150508,2016-03-22,2,22,2,5,1
155538,2016-04-08,1,220,296,2,1
150508,2016-03-30,1,62,77,"",1
155538,2016-04-14,1,340,871,5,1
150508,2016-04-20,6,95,128,2,1
157793,2015-12-26,2,222,1443,5,1
150508,2016-04-26,2,38,21,3,1
157793,2016-01-05,7,187,96,"",1
150983,2016-01-15,2,182,22,"",1
157999,2015-10-08,5,124,130,"",1
150983,2016-01-16,1,215,175,"",1
160730,2015-08-23,1,189,4,"",1
151889,2015-08-25,26,235,519,3,1
160730,2015-08-27,2,141,52,4,1
151889,2015-09-17,7,358,503,4,1
160730,2015-08-28,4,157,36,3,1
151889,2015-09-18,4,294,162,4,1
160730,2015-09-04,5,227,19,3,1
151889,2015-10-21,1,179,70,"",1
160730,2015-10-07,10,192,177,3,1
151889,2015-10-24,5,401,305,5,1
160730,2015-10-08,22,207,155,4,1
151889,2015-11-11,3,282,130,3,1
160730,2015-10-10,18,195,135,3,1
151889,2015-11-22,4,225,35,5,1
160730,2015-10-12,19,268,151,3,1
151889,2016-04-25,5,311,0,5,1
160730,2015-10-13,19,290,280,3,1
152548,2015-11-24,1,447,528,"",1
160730,2015-10-21,37,185,32136,3,1
152577,2015-09-21,1,194,47,5,1
160730,2015-11-01,40,156,87,3,1
152577,2016-02-15,1,364,12,"",1
160730,2015-11-03,7,137,1712,3,1
152614,2015-12-17,1,111,245,"",1
160730,2015-11-04,5,178,684,4,1
152614,2016-01-12,1,79,50,"",1
160730,2015-11-14,2,142,370,"",1
152614,2016-04-28,1,110,1710,5,1
160730,2015-11-28,2,130,269,"",1
152839,2015-11-05,1,186,11,"",1
160730,2015-12-08,4,135,513,"",1
153888,2016-03-03,3,345,16,"",1
160730,2015-12-09,10,150,15387,3,1
153932,2015-08-05,1,175,"",4,1
160730,2015-12-23,1,135,23,"",1
153932,2016-02-13,1,300,7,5,1
160730,2015-12-24,1,102,4,1,1
153932,2016-03-03,2,322,0,"",1
160730,2016-01-08,4,150,284,4,1
153932,2016-03-10,1,115,6,4,1
160730,2016-01-19,3,164,6,"",1
154529,2016-03-21,2,74,8,5,1
160730,2016-01-27,8,132,206,4,1
154529,2016-04-18,5,109,669,2,1
160730,2016-02-23,11,236,103,"",1
155422,2015-09-01,3,425,318,"",1
160730,2016-02-28,10,203,686,"",1
155422,2015-09-12,1,277,566,"",1
160730,2016-03-06,12,241,797,4,1
155422,2015-10-25,3,269,9494,4,1
160730,2016-03-08,3,210,275,4,1
155538,2016-04-07,1,110,302,2,1
161561,2016-01-12,1,461,1778,"",1
155538,2016-04-19,2,161,237,5,1
161705,2016-04-14,1,202,156,"",1
155823,2016-04-05,2,358,11,5,1
161757,2016-02-10,7,219,0,5,1
156027,2015-12-09,1,103,382,"",1
161757,2016-04-25,4,197,"","",1
156051,2015-10-16,2,269,230,"",1
162537,2015-09-12,1,480,1295,"",1
157793,2016-01-02,1,331,16,"",1
162537,2015-09-27,2,165,41,"",1
157999,2015-11-05,1,244,375,3,1
164189,2015-08-09,6,155,1459,4,1
158209,2015-10-07,1,110,231,1,1
164189,2015-09-18,2,180,17,"",1
159772,2015-10-12,1,160,127,"",1
164189,2015-11-10,1,456,176,"",1
159772,2016-02-03,1,242,163,5,1
165607,2016-02-05,1,157,6,"",1
160730,2015-09-02,3,216,122,2,1
165607,2016-02-09,1,69,12,"",1
160730,2015-09-05,20,177,347,3,1
167870,2015-11-08,1,550,9,4,1
160730,2015-09-08,10,176,63,"",1
167986,2015-10-13,2,101,21,"",1
160730,2015-09-11,4,162,98,3,1
169535,2016-03-17,2,111,5,5,1
160730,2015-09-12,6,129,260,3,1
169535,2016-03-27,5,162,435,5,1
160730,2015-09-26,3,189,115,"",1
169535,2016-04-01,1,211,1224,5,1
160730,2015-09-27,7,197,75,"",1
169535,2016-04-09,5,168,243,5,1
160730,2015-10-03,12,181,168,3,1
169535,2016-04-24,12,185,86,5,1
160730,2015-10-09,15,175,79,2,1
169535,2016-04-25,10,213,163,5,1
160730,2015-10-16,20,171,24765,3,1
169535,2016-04-26,11,216,353,5,1
160730,2015-10-22,36,221,37398,5,1
169535,2016-04-27,5,325,683,"",1
160730,2015-10-28,11,165,3587,3,1
170081,2015-12-25,1,80,300,5,1
160730,2015-11-08,6,159,526,"",1
170665,2016-03-25,1,324,655,5,1
160730,2015-11-16,2,138,200,4,1
170812,2016-02-20,2,334,9,"",1
160730,2015-11-17,2,186,473,3,1
170812,2016-03-17,2,58,36,"",1
160730,2016-01-22,13,143,140,1,1
171666,2016-04-02,1,202,204,2,1
160730,2016-01-23,4,149,186,5,1
173291,2016-04-09,9,181,0,5,1
160730,2016-01-25,6,173,198,"",1
173291,2016-04-11,8,150,0,5,1
160730,2016-01-29,3,94,77,5,1
173291,2016-04-14,3,131,0,"",1
160730,2016-02-03,12,125,85,5,1
173291,2016-04-16,6,109,"",5,1
160730,2016-02-08,7,194,749,2,1
173538,2016-02-15,1,242,282,"",1
160730,2016-02-18,4,213,139,3,1
173538,2016-04-21,2,147,261,5,1
161561,2016-04-27,1,330,21,"",1
173538,2016-04-22,2,163,18,2,1
161732,2015-10-04,1,168,29377,"",1
173538,2016-04-24,1,398,297,5,1
161757,2016-04-28,5,281,"",5,1
173961,2015-09-08,1,411,7,"",1
162537,2015-10-20,1,148,209,"",1
174525,2015-10-12,1,1046,430,"",1
163100,2016-03-08,1,136,142,"",1
174525,2015-10-15,1,415,83,"",1
163100,2016-03-29,1,156,9,3,1
174525,2015-12-20,2,82,237,"",1
163170,2015-12-07,5,177,83,"",1
174525,2016-04-11,1,211,173,"",1
163313,2015-10-07,1,287,175,"",1
174525,2016-04-22,1,160,"","",1
164125,2016-03-09,2,191,36346,2,1
175423,2015-09-04,4,241,542,"",1
165607,2015-12-07,1,110,153,"",1
175423,2015-09-16,5,293,571,"",1
165607,2016-01-15,1,90,131,5,1
175423,2015-10-08,5,192,289,3,1
165607,2016-01-17,4,153,8,"",1
176023,2015-09-18,1,139,13923,3,1
165607,2016-02-01,1,101,6,4,1
176211,2016-04-07,7,91,278,2,1
165619,2016-03-18,1,204,136,5,1
176211,2016-04-24,1,217,1693,5,1
167246,2016-02-08,1,285,57,5,1
177088,2015-10-20,5,276,1314,4,1
167246,2016-02-10,1,321,16,2,1
177088,2015-10-30,3,155,900,5,1
167591,2016-01-30,1,191,277,5,1
177088,2015-12-01,2,118,171,3,1
167591,2016-03-04,1,414,358,"",1
177214,2015-10-28,1,185,2573,4,1
167591,2016-04-07,1,175,446,"",1
180397,2015-10-13,2,162,86,3,1
168142,2016-02-16,1,103,657,"",1
180397,2015-10-16,1,209,134,5,1
169535,2016-04-06,6,217,361,5,1
180397,2016-04-15,1,24,1064,2,1
169535,2016-04-10,1,249,367,"",1
180397,2016-04-18,3,131,58,5,1
169535,2016-04-19,8,126,85,5,1
180401,2016-02-16,1,92,94,3,1
169535,2016-04-20,9,151,101,5,1
181240,2015-11-29,2,199,18,4,1
169535,2016-04-28,15,200,62,2,1
181321,2016-04-20,3,179,"",3,1
169853,2016-01-08,3,224,92,"",1
181321,2016-04-26,5,129,0,3,1
169853,2016-02-05,3,193,630,3,1
182325,2016-03-15,1,158,152,5,1
170706,2015-09-13,2,127,18,"",1
182325,2016-03-28,1,74,468,5,1
173538,2016-03-05,1,81,3,"",1
183940,2016-03-30,1,783,216,"",1
173538,2016-03-26,2,83,2,2,1
184675,2015-10-10,3,223,306,3,1
173538,2016-03-27,3,260,308,5,1
184675,2015-11-20,1,308,494,3,1
173538,2016-04-13,1,229,505,5,1
184675,2016-04-11,2,171,156,5,1
173538,2016-04-18,3,229,240,5,1
185942,2016-04-15,4,120,178,5,1
173538,2016-04-20,1,174,9,2,1
188270,2015-09-09,1,287,238,3,1
173816,2016-01-08,2,92,0,"",1
188270,2015-09-20,1,584,282,"",1
174525,2015-09-09,5,558,156,4,1
188270,2016-03-07,1,446,177,2,1
174525,2015-09-25,1,324,1430,"",1
188560,2015-09-09,2,179,1335,"",1
174525,2015-12-24,1,259,2229,"",1
188560,2015-09-29,2,116,177,2,1
174594,2016-01-31,5,234,13907,5,1
189517,2016-02-11,2,139,97,"",1
175423,2015-09-03,7,281,501,"",1
189517,2016-03-21,2,182,32,5,1
175423,2015-09-07,7,291,1068,"",1
189727,2015-09-03,2,176,14,"",1
175423,2015-09-28,3,209,738,4,1
189727,2015-09-16,1,177,45,"",1
175423,2015-10-02,2,184,683,3,1
189727,2015-09-26,3,229,185,3,1
175959,2015-10-31,1,580,2765,"",1
189727,2015-09-28,5,250,346,3,1
176211,2016-04-21,3,208,117,5,1
190139,2015-09-10,9,202,1446,3,1
176880,2015-08-12,3,239,1086,"",1
190139,2015-09-15,4,232,84,1,1
177088,2015-10-02,2,265,1161,"",1
190139,2015-09-28,12,135,263,3,1
177088,2015-11-09,1,199,406,5,1
190139,2015-11-17,6,127,843,4,1
177088,2016-01-16,3,260,335,3,1
190139,2015-11-28,3,204,651,"",1
178483,2015-10-11,1,974,22,4,1
190139,2015-12-27,2,184,4,4,1
178483,2015-10-14,1,1018,906,"",1
190139,2016-01-22,1,93,48,"",1
178483,2015-10-17,1,250,55,5,1
190139,2016-04-19,1,226,497,"",1
179921,2015-09-30,1,155,-1,"",1
190139,2016-04-22,1,308,297,"",1
179921,2016-03-14,1,76,5,"",1
191500,2015-09-24,8,220,85,3,1
179921,2016-03-25,1,188,17,5,1
192367,2016-02-06,1,195,122,"",1
180397,2016-04-25,10,105,64,2,1
192581,2015-09-08,1,244,105,"",1
180401,2016-02-15,4,397,231,5,1
192581,2015-11-05,3,171,2889,3,1
184675,2016-04-22,2,108,48,5,1
192581,2015-11-10,3,427,44,4,1
185942,2016-04-09,2,130,179,"",1
192581,2015-11-22,1,560,22,4,1
188270,2016-01-16,1,396,111,"",1
192581,2016-02-10,1,258,41,5,1
188560,2015-09-07,13,176,82,"",1
192732,2015-10-22,2,422,61,4,1
189517,2016-04-12,1,239,6,"",1
192786,2015-11-20,1,361,18,3,1
189727,2015-09-06,4,151,54,"",1
192957,2015-10-05,1,287,3428,"",1
189727,2015-09-19,4,263,60,5,1
193103,2016-03-16,1,86,42,5,1
189727,2015-10-07,2,137,2,1,1
193139,2015-09-06,1,371,63,3,1
189753,2015-09-17,3,446,27,"",1
193139,2015-09-26,1,459,50,"",1
189753,2015-10-28,1,143,123,"",1
193139,2015-10-19,1,888,90,5,1
190139,2015-09-22,5,133,970,3,1
193285,2015-09-03,3,163,1526,3,1
190139,2015-09-25,8,145,837,5,1
193285,2015-09-21,1,448,225,5,1
190139,2015-09-29,15,142,601,2,1
193298,2015-09-26,1,132,114,"",1
190139,2015-11-27,2,27,1035,3,1
193298,2015-10-09,5,354,198,3,1
190139,2015-12-21,2,119,283,2,1
193298,2015-10-22,7,327,4775,3,1
190139,2016-02-21,1,237,218,"",1
193501,2015-09-11,1,255,23,"",1
190139,2016-04-18,2,370,278,"",1
193501,2015-11-14,1,77,289,5,1
190139,2016-04-21,2,426,87,"",1
193501,2015-11-22,1,176,106,"",1
191561,2016-04-02,1,311,0,5,1
193501,2016-03-19,1,91,321,5,1
191561,2016-04-06,3,581,0,5,1
194113,2016-04-25,1,275,16,5,1
192419,2015-09-21,1,364,89,3,1
196113,2016-04-11,1,189,601,5,1
192567,2016-02-28,1,172,17,1,1
199528,2015-10-04,2,183,187,"",1
192581,2016-02-14,1,272,297,3,1
199619,2016-02-12,1,340,503,5,1
192786,2015-09-21,4,349,33,"",1
199619,2016-02-17,2,171,829,3,1
192786,2015-09-23,1,449,27,3,1
199619,2016-03-04,2,317,164,"",1
193103,2015-10-17,1,52,6138,"",1
199619,2016-03-23,1,466,2339,"",1
193103,2016-04-05,1,72,11,"",1
199619,2016-04-08,1,358,183,5,1
193298,2015-11-19,7,319,23843,3,1
200917,2016-01-27,1,362,98,"",1
193400,2016-01-20,1,430,14824,"",1
201571,2015-09-16,2,129,10,3,1
193453,2016-04-20,2,175,1208,3,1
202029,2015-09-17,2,142,7,"",1
193501,2015-11-21,1,102,77,"",1
202029,2015-10-09,2,147,20,"",1
193501,2016-03-08,1,113,242,5,1
205048,2015-09-05,1,284,7,4,1
193501,2016-03-31,1,187,53,5,1
206069,2015-12-18,1,134,51,"",1
195864,2015-09-22,1,101,68,4,1
206263,2015-09-06,1,257,101,3,1
198028,2016-02-13,1,112,85,1,1
208075,2015-09-28,1,128,44,5,1
198028,2016-02-18,1,141,74,3,1
208075,2015-10-10,2,166,11,"",1
198028,2016-02-27,1,245,56,"",1
208541,2015-10-14,1,306,87,"",1
199067,2016-02-12,1,404,752,3,1
208541,2015-11-19,2,120,94,3,1
199619,2016-01-29,2,310,140,5,1
208541,2016-03-28,2,101,155,5,1
199619,2016-02-02,2,60,178,"",1
209166,2016-04-26,3,323,"","",1
199619,2016-02-09,1,354,16,5,1
210156,2016-02-02,2,232,88,2,1
199619,2016-03-07,1,366,84,"",1
210156,2016-02-03,2,255,31,2,1
199619,2016-03-08,2,254,35,4,1
210156,2016-02-09,1,196,79,"",1
199619,2016-03-22,2,186,961,5,1
210156,2016-02-22,2,164,59,"",1
200056,2015-09-16,1,310,754,"",1
210156,2016-02-29,2,138,5,3,1
200256,2016-04-01,1,320,353,2,1
210156,2016-03-23,1,773,180,"",1
200549,2015-09-17,2,272,168,"",1
210156,2016-04-09,2,105,268,2,1
200549,2015-09-18,3,222,896,"",1
210156,2016-04-22,8,172,301,2,1
200549,2015-09-24,1,284,165,3,1
210156,2016-04-24,2,351,253,5,1
200549,2015-09-28,1,331,207,"",1
210270,2015-10-07,1,224,287,5,1
200549,2015-10-03,1,202,157,5,1
213249,2015-10-02,4,129,288,"",1
200917,2016-01-31,1,339,343,3,1
213249,2015-10-12,4,224,94,3,1
200917,2016-03-29,1,309,44,5,1
213249,2016-01-02,2,168,12,"",1
201901,2015-10-23,1,516,2914,"",1
217064,2015-09-30,2,529,357,3,1
202029,2015-09-15,5,195,39,3,1
217064,2015-10-01,2,397,57,3,1
202029,2015-09-23,6,137,4,"",1
217064,2015-10-16,1,557,321,"",1
202029,2015-09-27,3,153,28,"",1
217064,2015-10-21,3,357,152,3,1
202029,2015-09-28,2,157,-1,3,1
217064,2015-10-23,2,157,121,"",1
202029,2015-10-02,2,196,12,"",1
217064,2015-10-29,2,170,812,5,1
202029,2015-10-07,1,130,218,"",1
217248,2015-09-29,1,425,26,"",1
202029,2016-01-22,1,244,23,4,1
217248,2015-12-05,1,258,16,"",1
202029,2016-01-23,1,128,15,5,1
217248,2015-12-25,1,124,12,4,1
202029,2016-01-28,1,669,98,5,1
217681,2016-01-22,2,94,11,"",1
202029,2016-02-03,1,112,28,5,1
217681,2016-02-01,5,153,693,5,1
202029,2016-02-04,1,158,22,5,1
217681,2016-02-16,3,183,446,"",1
205638,2016-02-27,1,702,69,"",1
217681,2016-02-27,3,103,287,"",1
205638,2016-03-02,1,396,19,4,1
217681,2016-03-05,6,186,31,"",1
205638,2016-03-11,1,142,38,5,1
217681,2016-03-08,2,83,109,"",1
205638,2016-04-03,2,347,25,5,1
217681,2016-03-18,6,98,46,5,1
205638,2016-04-04,1,481,12,5,1
217681,2016-03-22,7,201,212,5,1
205638,2016-04-23,1,138,176,"",1
217681,2016-04-08,2,98,58,5,1
206069,2015-11-19,1,100,37,1,1
217681,2016-04-20,6,240,56,5,1
207565,2016-04-27,1,132,15,5,1
218897,2015-11-06,3,294,1078,"",1
208075,2015-10-02,1,186,8,3,1
218897,2016-02-08,1,66,4,5,1
208075,2015-10-17,2,173,11,4,1
218897,2016-04-01,4,197,314,5,1
208541,2015-09-13,1,286,22,"",1
218897,2016-04-21,1,111,79,5,1
208541,2016-02-15,1,167,186,"",1
220407,2015-12-01,3,172,29128,"",1
209166,2016-04-15,5,192,0,5,1
220551,2016-02-25,1,900,477,5,1
210156,2016-01-17,1,196,124,5,1
221144,2016-02-29,4,400,127,5,1
210156,2016-01-18,1,241,74,4,1
221144,2016-03-10,2,250,78,"",1
210156,2016-02-01,2,189,18,5,1
221144,2016-03-18,2,218,21,5,1
210156,2016-03-17,9,186,128,5,1
221144,2016-04-02,2,318,4,5,1
210156,2016-03-26,6,174,779,5,1
221144,2016-04-13,1,467,651,5,1
210156,2016-04-26,7,183,626,5,1
221716,2015-12-07,2,206,136,"",1
212437,2015-11-22,1,237,7,5,1
221716,2015-12-08,1,301,194,"",1
213249,2016-01-10,6,169,37,"",1
221821,2015-11-01,3,415,478,3,1
213570,2015-09-28,2,427,2,"",1
221821,2015-11-03,3,484,80,3,1
213570,2015-10-03,3,175,9,3,1
221821,2015-12-10,5,465,1812,4,1
213570,2015-10-18,1,352,14,3,1
221821,2016-01-06,1,213,373,"",1
214851,2015-09-22,1,529,29,"",1
222895,2015-11-29,1,144,126,"",1
216255,2016-02-17,9,262,0,5,1
222907,2015-10-12,1,153,74,3,1
216255,2016-03-26,3,340,0,5,1
222907,2015-11-02,1,103,6,3,1
216378,2015-12-02,2,91,3166,4,1
222907,2016-01-02,1,179,245,3,1
216378,2015-12-13,3,109,0,"",1
222907,2016-03-27,3,281,301,5,1
216378,2016-03-14,1,131,13570,5,1
223139,2016-03-02,4,450,0,"",1
216457,2015-09-17,5,120,2479,"",1
223139,2016-03-10,1,439,64,"",1
217064,2015-10-05,4,212,464,4,1
224390,2015-11-01,1,212,15677,"",1
217064,2015-10-11,3,435,4598,3,1
225254,2015-12-26,2,41,98,"",1
217064,2015-10-28,4,232,164,"",1
225268,2015-10-05,1,136,473,1,1
217248,2015-11-24,2,243,4,3,1
226211,2016-01-14,3,101,5,"",1
217248,2015-11-28,1,186,20,4,1
226211,2016-01-24,2,174,64,3,1
217248,2016-04-10,1,112,146,2,1
226350,2015-09-29,7,176,3,"",1
217681,2016-01-23,7,193,591,2,1
226537,2016-02-25,1,523,40,"",1
217681,2016-02-04,6,172,1452,4,1
226637,2016-01-26,1,76,113,3,1
217681,2016-02-06,2,136,65,2,1
226637,2016-01-29,1,50,5,3,1
217681,2016-02-11,4,155,748,5,1
226637,2016-01-30,1,93,467,5,1
217681,2016-02-18,5,302,201,"",1
226637,2016-02-03,2,137,20,5,1
217681,2016-03-01,5,136,760,3,1
226697,2016-02-19,1,312,415,"",1
217681,2016-03-02,2,130,234,"",1
226735,2016-02-17,1,254,21,"",1
217681,2016-03-07,6,124,76,1,1
227945,2015-11-21,1,87,52,2,1
217681,2016-03-10,4,182,246,"",1
229069,2015-09-28,1,138,8,"",1
217681,2016-03-16,5,149,34,3,1
230226,2016-01-31,1,109,83,5,1
217681,2016-03-31,7,176,85,5,1
230649,2015-09-25,1,347,289,4,1
217681,2016-04-04,1,85,429,"",1
230649,2015-10-08,3,283,478,4,1
217681,2016-04-14,4,160,142,5,1
230649,2015-12-08,2,273,0,"",1
217681,2016-04-16,8,182,86,2,1
230794,2015-11-29,2,520,290,"",1
217681,2016-04-23,6,139,104,"",1
230794,2015-12-03,1,767,685,5,1
217681,2016-04-28,4,147,95,2,1
230794,2015-12-29,2,331,167,"",1
218783,2016-03-05,1,629,"",4,1
230794,2016-01-19,1,636,72,"",1
218897,2015-10-14,2,138,50,"",1
230794,2016-02-15,1,1366,88,"",1
220551,2016-04-02,1,497,427,5,1
230794,2016-02-16,1,754,92,"",1
221144,2016-02-22,3,342,84,"",1
230794,2016-03-05,1,603,92,2,1
221144,2016-03-03,1,380,47,"",1
230794,2016-03-18,3,636,83,"",1
221144,2016-03-04,1,326,198,"",1
230794,2016-04-13,2,422,10,2,1
221144,2016-03-06,1,515,132,"",1
233620,2015-09-26,1,126,11,3,1
221144,2016-03-11,2,262,27,3,1
233620,2015-10-06,1,155,150,3,1
221144,2016-03-25,5,288,153,2,1
235009,2016-02-03,2,112,802,3,1
221144,2016-03-28,3,276,49,5,1
235330,2016-01-17,1,109,134,"",1
221144,2016-03-29,2,143,6,5,1
235330,2016-01-22,1,64,6742,"",1
221144,2016-03-30,1,229,21,4,1
235993,2015-10-22,1,27,28,"",1
221144,2016-04-07,2,257,55,5,1
235993,2015-10-27,2,87,3,"",1
221144,2016-04-16,3,254,22,5,1
235993,2015-11-29,2,49,15,"",1
221144,2016-04-21,1,85,295,5,1
235993,2015-12-27,3,83,19,"",1
221248,2015-11-03,1,521,10,"",1
235993,2016-01-26,1,91,10,"",1
221716,2015-12-09,1,235,273,3,1
235993,2016-01-30,1,572,34,"",1
221821,2015-11-13,1,833,299,"",1
235993,2016-02-03,1,364,95,2,1
221821,2015-11-18,2,449,165,3,1
238261,2015-10-02,3,190,312,2,1
221821,2015-12-16,1,887,43,"",1
240222,2016-02-05,1,85,170,2,1
221821,2016-01-12,1,405,57,5,1
240563,2016-03-04,1,160,98,"",1
222895,2016-02-16,1,83,18,"",1
240563,2016-03-15,1,139,271,5,1
222907,2015-10-10,1,160,42,4,1
240563,2016-03-27,5,326,273,"",1
222907,2015-10-29,1,53,1550,"",1
240851,2016-03-07,1,135,121,"",1
222907,2016-03-01,1,169,300,"",1
240851,2016-03-10,1,88,85,2,1
223139,2016-02-11,3,212,62,"",1
244179,2016-03-30,2,197,180,5,1
223139,2016-02-14,2,199,8,5,1
244532,2016-04-20,1,67,421,5,1
223139,2016-02-22,3,193,327,5,1
244703,2015-10-08,1,189,1201,4,1
223139,2016-03-17,1,609,131,5,1
244703,2016-02-09,1,133,205,"",1
224390,2016-04-14,2,146,6694,5,1
244703,2016-04-08,1,82,616,5,1
225254,2016-02-15,1,97,79,2,1
245851,2015-10-14,1,202,193,"",1
226211,2016-01-17,2,146,1173,"",1
246014,2015-10-04,1,808,123,4,1
226211,2016-02-09,2,196,178,5,1
246014,2015-10-23,1,701,74,3,1
226350,2015-09-28,1,328,4,1,1
246014,2016-01-15,1,600,44,3,1
226637,2016-02-06,2,78,23,"",1
246645,2015-10-03,11,629,1249,4,1
227716,2016-03-29,2,187,67,2,1
246645,2015-10-10,14,318,3544,4,1
227945,2016-01-13,2,165,61,"",1
246645,2015-10-11,3,316,5126,1,1
230649,2015-09-26,1,471,409,"",1
246645,2016-04-25,1,637,72,5,1
230649,2015-11-29,1,259,0,4,1
250978,2016-03-24,1,236,100,5,1
230794,2015-09-24,11,367,193,3,1
251382,2016-04-18,2,119,218,5,1
230794,2015-09-27,5,401,217,"",1
251382,2016-04-26,3,194,123,2,1
230794,2015-11-08,1,215,243,"",1
254488,2015-10-14,1,779,754,"",1
230794,2016-02-12,1,1087,72,"",1
254488,2015-10-18,3,876,1618,4,1
230794,2016-03-14,1,1193,81,"",1
263869,2016-03-15,1,241,1260,5,1
230794,2016-03-19,3,445,94,"",1
263869,2016-03-16,3,166,26,5,1
230794,2016-03-25,2,603,53,"",1
263869,2016-03-18,2,139,60,3,1
230794,2016-03-31,2,443,5,5,1
263869,2016-03-31,1,141,9,"",1
230794,2016-04-10,5,382,0,2,1
270565,2016-04-15,1,246,762,5,1
230794,2016-04-16,1,333,9,5,1
270875,2016-03-11,5,179,246,5,1
233263,2016-04-09,1,167,6110,5,1
270875,2016-04-04,2,143,678,5,1
233750,2015-10-18,1,147,475,3,1
270875,2016-04-11,2,162,1305,5,1
235009,2015-10-24,12,161,3841,2,1
273488,2015-12-15,1,77,274,2,1
235009,2016-02-01,3,115,0,5,1
273488,2015-12-27,4,105,791,"",1
235993,2015-11-26,1,114,120,3,1
273488,2015-12-28,2,144,945,"",1
235993,2015-12-19,1,60,2,5,1
