doc_id,replydate,likes
515883,2016-03-19,3
230794,2016-03-19,2
171664,2016-03-19,2
13105,2016-03-19,2
172218,2016-03-19,2
471825,2016-03-19,1
554767,2016-03-19,1
319448,2016-03-19,3
1302,2016-03-19,1
58800,2016-03-19,1
113638,2016-03-19,1
250978,2016-03-19,1
174970,2016-03-19,2
81838,2016-03-19,1
412057,2016-03-19,1
425034,2016-03-19,1
30992,2016-03-19,2
39994,2016-03-19,1
486249,2016-03-19,2
116172,2016-03-19,1
128884,2016-03-19,7
518066,2016-03-19,2
26096,2016-03-19,2
47453,2016-03-19,1
210156,2016-03-19,1
240222,2016-03-19,1
221144,2016-03-19,1
165619,2016-03-19,1
96141,2016-03-19,2
319818,2016-03-19,1
385220,2016-03-19,1
52957,2016-03-19,1
522255,2016-03-19,2
340368,2016-03-19,2
474624,2016-03-19,1
117389,2016-03-19,1
130160,2016-03-19,2
172218,2016-03-18,4
119773,2016-03-18,2
43692,2016-03-18,1
399135,2016-03-18,3
319448,2016-03-18,3
39477,2016-03-18,5
116172,2016-03-18,1
550940,2016-03-18,2
171664,2016-03-18,2
223139,2016-03-18,1
169535,2016-03-18,4
42701,2016-03-18,1
438066,2016-03-18,1
182325,2016-03-18,1
131142,2016-03-18,1
47294,2016-03-18,2
35561,2016-03-18,1
522255,2016-03-18,1
384787,2016-03-18,1
33062,2016-03-18,2
348004,2016-03-18,1
445558,2016-03-18,1
433156,2016-03-18,1
531637,2016-03-18,2
128884,2016-03-18,1
275973,2016-03-18,1
1254,2016-03-18,3
230794,2016-03-18,3
138490,2016-03-18,1
160315,2016-03-18,9
473224,2016-03-18,1
31530,2016-03-18,2
123102,2016-03-18,2
27048,2016-03-18,1
515883,2016-03-18,6
217681,2016-03-18,2
471825,2016-03-18,1
98319,2016-03-18,1
174970,2016-03-18,3
118218,2016-03-18,1
518066,2016-03-18,1
221144,2016-03-18,1
387746,2016-03-18,1
263869,2016-03-18,1
425034,2016-03-18,1
554767,2016-03-18,1
58800,2016-03-18,1
172218,2016-03-17,4
162475,2016-03-17,1
160315,2016-03-17,2
319448,2016-03-17,6
171664,2016-03-17,3
174525,2016-03-17,4
217681,2016-03-17,2
84460,2016-03-17,4
138806,2016-03-17,1
433156,2016-03-17,1
525438,2016-03-17,1
170812,2016-03-17,1
43801,2016-03-17,1
508640,2016-03-17,1
39994,2016-03-17,1
169535,2016-03-17,1
314158,2016-03-17,1
96831,2016-03-17,3
518066,2016-03-17,2
559869,2016-03-17,1
21133,2016-03-17,1
263869,2016-03-17,1
112492,2016-03-17,1
426191,2016-03-17,1
230794,2016-03-17,1
210156,2016-03-17,2
100687,2016-03-17,1
223139,2016-03-17,1
340368,2016-03-17,1
399135,2016-03-17,1
174970,2016-03-17,3
554814,2016-03-17,1
244517,2016-03-17,1
23025,2016-03-17,2
42701,2016-03-17,5
238993,2016-03-17,3
39477,2016-03-17,6
131142,2016-03-17,1
515883,2016-03-17,3
145838,2016-03-17,1
31530,2016-03-17,2
311894,2016-03-17,1
516243,2016-03-17,3
33062,2016-03-17,1
118893,2016-03-17,1
193501,2016-03-17,1
10798,2016-03-17,1
1302,2016-03-17,1
263869,2016-03-16,2
2410,2016-03-16,2
92228,2016-03-16,3
518066,2016-03-16,10
23025,2016-03-16,4
171664,2016-03-16,5
19428,2016-03-16,1
27048,2016-03-16,1
42701,2016-03-16,5
7873,2016-03-16,1
103127,2016-03-16,1
81838,2016-03-16,1
220551,2016-03-16,1
172218,2016-03-16,1
193103,2016-03-16,1
130478,2016-03-16,2
57830,2016-03-16,1
550940,2016-03-16,1
407067,2016-03-16,3
1254,2016-03-16,1
319933,2016-03-16,1
39477,2016-03-16,9
5876,2016-03-16,1
23264,2016-03-16,1
230794,2016-03-16,9
30340,2016-03-16,1
515883,2016-03-16,3
174970,2016-03-16,5
123102,2016-03-16,2
160315,2016-03-16,2
524972,2016-03-16,3
275973,2016-03-16,1
556854,2016-03-16,1
546203,2016-03-16,1
314158,2016-03-16,1
98319,2016-03-16,3
285410,2016-03-16,1
174525,2016-03-16,1
226211,2016-03-16,1
182325,2016-03-16,1
31530,2016-03-16,4
443438,2016-03-16,1
340368,2016-03-16,2
118893,2016-03-16,2
516243,2016-03-16,2
510526,2016-03-16,1
240563,2016-03-16,1
217681,2016-03-16,1
47453,2016-03-16,1
285802,2016-03-16,1
26096,2016-03-16,1
425034,2016-03-15,3
516243,2016-03-15,6
21133,2016-03-15,2
5876,2016-03-15,1
524972,2016-03-15,4
84460,2016-03-15,2
220551,2016-03-15,1
515883,2016-03-15,7
520628,2016-03-15,1
556854,2016-03-15,2
348004,2016-03-15,1
123102,2016-03-15,1
199619,2016-03-15,3
518066,2016-03-15,4
107567,2016-03-15,1
32550,2016-03-15,1
426073,2016-03-15,2
412057,2016-03-15,2
174970,2016-03-15,3
160315,2016-03-15,1
25608,2016-03-15,1
81838,2016-03-15,1
471825,2016-03-15,1
230794,2016-03-15,2
128884,2016-03-15,1
275973,2016-03-15,1
145838,2016-03-15,1
2410,2016-03-15,1
217681,2016-03-15,4
39477,2016-03-15,6
172218,2016-03-15,2
96831,2016-03-15,1
27048,2016-03-15,2
42701,2016-03-15,1
19428,2016-03-15,1
71601,2016-03-15,2
179921,2016-03-15,1
130160,2016-03-15,1
171664,2016-03-15,2
399135,2016-03-15,1
153932,2016-03-15,2
94938,2016-03-14,1
160315,2016-03-14,4
216378,2016-03-14,1
524972,2016-03-14,3
84460,2016-03-14,3
172218,2016-03-14,6
230794,2016-03-14,2
217681,2016-03-14,3
131069,2016-03-14,2
96831,2016-03-14,2
473224,2016-03-14,3
86660,2016-03-14,1
171664,2016-03-14,3
389448,2016-03-14,1
500634,2016-03-14,1
518066,2016-03-14,7
294084,2016-03-14,1
130160,2016-03-14,2
516243,2016-03-14,10
39477,2016-03-14,7
31530,2016-03-14,2
515883,2016-03-14,7
119773,2016-03-14,1
508640,2016-03-14,2
174970,2016-03-14,6
270875,2016-03-14,1
23025,2016-03-14,1
550940,2016-03-14,1
412057,2016-03-14,4
131142,2016-03-14,1
27048,2016-03-14,1
150508,2016-03-14,1
18894,2016-03-14,1
348004,2016-03-14,1
153932,2016-03-14,6
96831,2016-03-13,2
471825,2016-03-13,2
42701,2016-03-13,2
172218,2016-03-13,14
263869,2016-03-13,1
174970,2016-03-13,2
123102,2016-03-13,2
171664,2016-03-13,3
30340,2016-03-13,2
515883,2016-03-13,2
160315,2016-03-13,9
240563,2016-03-13,1
39477,2016-03-13,5
114050,2016-03-13,1
27048,2016-03-13,3
518066,2016-03-13,1
389448,2016-03-13,1
130478,2016-03-13,1
412057,2016-03-13,1
348004,2016-03-13,1
71601,2016-03-13,1
148737,2016-03-13,1
23264,2016-03-13,1
11353,2016-03-13,1
510526,2016-03-13,1
56660,2016-03-13,1
47777,2016-03-13,1
119773,2016-03-13,1
23025,2016-03-13,1
524972,2016-03-13,3
114579,2016-03-13,1
508640,2016-03-13,2
270875,2016-03-13,1
433007,2016-03-13,2
128884,2016-03-13,2
410865,2016-03-13,1
5876,2016-03-13,2
18894,2016-03-13,1
5876,2016-03-12,3
21795,2016-03-12,1
23909,2016-03-12,2
358016,2016-03-12,1
92228,2016-03-12,1
205638,2016-03-12,1
524972,2016-03-12,3
130478,2016-03-12,3
128884,2016-03-12,1
96141,2016-03-12,2
13280,2016-03-12,1
389448,2016-03-12,2
171664,2016-03-12,1
529365,2016-03-12,1
425034,2016-03-12,1
160315,2016-03-12,1
33976,2016-03-12,1
123102,2016-03-12,1
270875,2016-03-12,2
16618,2016-03-12,1
39477,2016-03-12,7
174970,2016-03-12,3
47453,2016-03-12,1
518066,2016-03-12,3
412057,2016-03-12,4
153888,2016-03-12,1
27048,2016-03-12,4
23025,2016-03-12,1
42701,2016-03-12,1
31530,2016-03-12,1
273488,2016-03-12,1
107567,2016-03-12,1
119773,2016-03-12,3
44958,2016-03-12,1
433007,2016-03-12,2
33062,2016-03-12,1
84460,2016-03-12,1
140605,2016-03-12,1
39477,2016-03-11,8
128884,2016-03-11,2
59726,2016-03-11,2
294084,2016-03-11,2
171664,2016-03-11,3
208541,2016-03-11,1
146825,2016-03-11,1
14694,2016-03-11,1
515883,2016-03-11,1
348004,2016-03-11,2
161561,2016-03-11,1
42701,2016-03-11,2
518066,2016-03-11,4
138490,2016-03-11,1
314158,2016-03-11,1
119773,2016-03-11,1
172218,2016-03-11,2
84460,2016-03-11,1
140576,2016-03-11,1
192601,2016-03-11,1
13280,2016-03-11,1
508640,2016-03-11,2
116169,2016-03-11,1
160315,2016-03-11,3
30340,2016-03-11,1
433156,2016-03-11,3
56660,2016-03-11,1
524972,2016-03-11,3
94938,2016-03-11,1
5876,2016-03-11,4
20451,2016-03-11,2
131142,2016-03-11,4
412057,2016-03-11,6
433007,2016-03-11,2
218783,2016-03-11,4
11353,2016-03-11,2
273488,2016-03-11,1
230794,2016-03-11,1
426191,2016-03-11,3
550940,2016-03-11,4
150508,2016-03-11,1
130478,2016-03-11,1
319818,2016-03-11,1
28575,2016-03-11,2
270875,2016-03-11,1
52957,2016-03-11,1
545115,2016-03-11,2
23909,2016-03-11,3
31530,2016-03-11,5
174970,2016-03-11,1
94939,2016-03-11,1
32969,2016-03-11,3
132772,2016-03-11,2
114050,2016-03-11,1
153932,2016-03-11,1
27048,2016-03-11,1
471825,2016-03-11,1
221144,2016-03-11,2
96831,2016-03-11,1
70064,2016-03-11,1
130160,2016-03-11,1
43692,2016-03-11,1
104622,2016-03-10,1
545115,2016-03-10,4
240851,2016-03-10,1
174970,2016-03-10,5
218783,2016-03-10,3
39477,2016-03-10,4
223139,2016-03-10,1
171664,2016-03-10,3
347002,2016-03-10,1
240563,2016-03-10,1
23025,2016-03-10,1
160315,2016-03-10,3
520628,2016-03-10,1
217681,2016-03-10,1
27048,2016-03-10,1
172218,2016-03-10,3
5876,2016-03-10,2
230794,2016-03-10,3
114050,2016-03-10,3
28575,2016-03-10,2
123102,2016-03-10,1
409786,2016-03-10,1
39994,2016-03-10,2
518066,2016-03-10,7
17749,2016-03-10,2
14080,2016-03-10,1
84460,2016-03-10,6
14437,2016-03-10,1
81838,2016-03-10,3
128884,2016-03-10,4
131142,2016-03-10,1
433007,2016-03-10,6
57404,2016-03-10,1
426191,2016-03-10,2
70064,2016-03-10,1
524972,2016-03-10,3
515883,2016-03-10,2
116172,2016-03-10,1
348004,2016-03-10,1
21133,2016-03-10,1
47453,2016-03-10,1
146825,2016-03-10,2
529365,2016-03-10,1
92812,2016-03-10,1
534298,2016-03-09,2
230794,2016-03-09,2
39477,2016-03-09,6
240851,2016-03-09,1
172218,2016-03-09,3
21133,2016-03-09,1
140576,2016-03-09,1
294084,2016-03-09,3
217681,2016-03-09,4
84460,2016-03-09,4
240563,2016-03-09,4
160315,2016-03-09,5
427079,2016-03-09,2
39994,2016-03-09,1
71361,2016-03-09,1
438066,2016-03-09,1
171664,2016-03-09,4
314158,2016-03-09,1
97383,2016-03-09,1
524972,2016-03-09,5
27048,2016-03-09,1
146825,2016-03-09,2
518066,2016-03-09,3
545115,2016-03-09,4
14080,2016-03-09,1
5876,2016-03-09,5
33062,2016-03-09,1
348004,2016-03-09,1
26096,2016-03-09,1
131142,2016-03-09,2
180397,2016-03-09,1
30992,2016-03-09,1
291298,2016-03-09,1
349126,2016-03-09,1
17749,2016-03-09,1
94538,2016-03-09,1
520628,2016-03-09,3
125304,2016-03-09,1
23025,2016-03-09,3
58980,2016-03-09,2
153932,2016-03-09,4
426191,2016-03-09,3
95939,2016-03-09,3
44958,2016-03-09,2
114050,2016-03-09,2
23909,2016-03-09,2
67779,2016-03-09,1
426073,2016-03-09,1
412057,2016-03-09,1
47453,2016-03-09,2
174970,2016-03-09,1
199619,2016-03-09,2
318938,2016-03-09,1
518066,2016-03-08,4
163100,2016-03-08,1
531116,2016-03-08,2
471825,2016-03-08,2
217681,2016-03-08,1
43801,2016-03-08,2
21133,2016-03-08,2
524972,2016-03-08,8
160730,2016-03-08,1
130478,2016-03-08,1
17749,2016-03-08,1
138490,2016-03-08,1
140164,2016-03-08,2
30992,2016-03-08,1
412057,2016-03-08,3
160315,2016-03-08,2
433007,2016-03-08,2
294084,2016-03-08,1
153888,2016-03-08,2
25608,2016-03-08,1
430889,2016-03-08,1
291298,2016-03-08,1
23025,2016-03-08,1
39477,2016-03-08,1
33062,2016-03-08,2
84460,2016-03-08,5
174970,2016-03-08,3
240851,2016-03-08,1
541415,2016-03-08,1
150508,2016-03-08,2
27048,2016-03-08,1
427079,2016-03-08,1
26096,2016-03-08,1
216301,2016-03-08,2
14694,2016-03-08,1
171664,2016-03-08,3
58980,2016-03-08,1
184675,2016-03-08,1
218783,2016-03-08,1
138793,2016-03-08,5
128884,2016-03-08,1
218897,2016-03-08,1
160315,2016-03-07,6
39477,2016-03-07,5
529755,2016-03-07,4
131069,2016-03-07,2
123102,2016-03-07,1
210156,2016-03-07,1
5876,2016-03-07,2
518066,2016-03-07,5
28575,2016-03-07,3
427079,2016-03-07,2
138876,2016-03-07,1
171664,2016-03-07,7
412057,2016-03-07,5
130160,2016-03-07,1
230794,2016-03-07,2
4511,2016-03-07,1
21133,2016-03-07,1
172218,2016-03-07,1
7873,2016-03-07,1
311894,2016-03-07,1
31530,2016-03-07,1
44958,2016-03-07,1
82724,2016-03-07,1
17749,2016-03-07,4
84460,2016-03-07,1
153888,2016-03-07,1
47453,2016-03-07,2
294084,2016-03-07,3
114050,2016-03-07,1
94938,2016-03-07,1
119773,2016-03-07,2
417324,2016-03-07,2
26096,2016-03-07,6
92812,2016-03-07,1
217681,2016-03-07,1
180401,2016-03-07,1
112492,2016-03-07,1
426073,2016-03-07,1
47777,2016-03-07,1
131142,2016-03-07,1
174970,2016-03-07,1
240851,2016-03-07,1
33976,2016-03-07,1
33062,2016-03-06,1
412057,2016-03-06,5
71601,2016-03-06,1
205638,2016-03-06,4
529755,2016-03-06,8
97383,2016-03-06,3
39477,2016-03-06,6
154511,2016-03-06,1
160730,2016-03-06,4
160315,2016-03-06,5
385220,2016-03-06,2
391891,2016-03-06,1
174970,2016-03-06,3
285519,2016-03-06,1
47777,2016-03-06,1
26096,2016-03-06,3
153888,2016-03-06,3
105512,2016-03-06,1
427079,2016-03-06,1
57404,2016-03-06,2
33948,2016-03-06,1
87429,2016-03-06,2
171664,2016-03-06,1
43801,2016-03-06,6
399135,2016-03-06,1
47144,2016-03-06,1
31530,2016-03-06,1
221144,2016-03-06,1
96831,2016-03-06,2
17749,2016-03-06,2
507128,2016-03-06,1
84460,2016-03-06,1
172218,2016-03-06,1
138490,2016-03-06,1
417324,2016-03-06,4
518066,2016-03-06,1
138793,2016-03-06,1
96173,2016-03-06,1
5876,2016-03-06,3
471825,2016-03-06,1
223139,2016-03-06,2
21133,2016-03-06,1
311042,2016-03-06,1
92812,2016-03-06,1
128884,2016-03-06,1
426073,2016-03-06,2
384787,2016-03-06,2
348004,2016-03-06,1
500634,2016-03-06,1
311894,2016-03-06,2
348004,2016-03-05,2
26096,2016-03-05,2
21795,2016-03-05,1
39477,2016-03-05,3
5876,2016-03-05,4
515883,2016-03-05,1
23909,2016-03-05,1
160315,2016-03-05,5
447884,2016-03-05,1
507128,2016-03-05,1
84460,2016-03-05,2
131142,2016-03-05,2
212068,2016-03-05,1
174970,2016-03-05,1
96173,2016-03-05,3
105512,2016-03-05,1
174525,2016-03-05,1
205638,2016-03-05,1
27811,2016-03-05,1
33976,2016-03-05,1
27584,2016-03-05,1
119773,2016-03-05,4
173538,2016-03-05,1
146825,2016-03-05,1
218783,2016-03-05,1
189517,2016-03-05,1
423196,2016-03-05,2
399135,2016-03-05,2
518066,2016-03-05,3
1254,2016-03-05,1
17749,2016-03-05,2
2293,2016-03-05,2
27048,2016-03-05,1
427079,2016-03-05,2
217681,2016-03-05,1
154511,2016-03-05,2
288317,2016-03-05,2
426073,2016-03-05,1
171664,2016-03-05,5
123102,2016-03-05,2
220551,2016-03-05,1
230794,2016-03-05,2
138490,2016-03-05,1
13105,2016-03-05,3
21133,2016-03-05,1
221144,2016-03-05,1
240851,2016-03-05,2
440553,2016-03-05,1
21133,2016-03-04,4
84460,2016-03-04,3
171664,2016-03-04,4
30693,2016-03-04,1
174525,2016-03-04,6
128884,2016-03-04,2
150508,2016-03-04,1
25608,2016-03-04,1
471825,2016-03-04,1
294084,2016-03-04,1
162475,2016-03-04,1
27048,2016-03-04,2
116172,2016-03-04,1
23909,2016-03-04,1
152548,2016-03-04,1
125304,2016-03-04,2
518066,2016-03-04,3
13280,2016-03-04,1
529755,2016-03-04,5
308267,2016-03-04,1
21795,2016-03-04,1
199619,2016-03-04,2
31530,2016-03-04,1
7707,2016-03-04,2
160315,2016-03-04,2
44575,2016-03-04,1
433156,2016-03-04,1
347002,2016-03-04,1
208541,2016-03-04,1
240563,2016-03-04,1
153888,2016-03-04,1
119773,2016-03-04,3
17749,2016-03-04,1
412057,2016-03-04,4
138806,2016-03-04,1
223139,2016-03-04,2
220551,2016-03-04,2
1254,2016-03-04,1
172218,2016-03-04,1
33062,2016-03-04,3
174970,2016-03-04,1
39477,2016-03-04,2
449006,2016-03-04,1
443438,2016-03-04,1
112492,2016-03-04,1
507128,2016-03-04,2
230794,2016-03-04,1
399135,2016-03-04,1
130160,2016-03-03,3
39477,2016-03-03,2
21133,2016-03-03,9
426191,2016-03-03,1
200917,2016-03-03,1
174525,2016-03-03,3
263869,2016-03-03,5
112492,2016-03-03,1
94939,2016-03-03,1
174970,2016-03-03,3
17749,2016-03-03,2
112569,2016-03-03,1
412057,2016-03-03,3
42701,2016-03-03,1
27048,2016-03-03,2
31530,2016-03-03,3
518066,2016-03-03,1
153888,2016-03-03,1
213475,2016-03-03,1
443438,2016-03-03,2
160730,2016-03-03,2
341645,2016-03-03,2
172218,2016-03-03,2
119773,2016-03-03,1
57404,2016-03-03,2
26096,2016-03-03,2
47144,2016-03-03,1
221144,2016-03-03,1
426073,2016-03-03,2
507128,2016-03-03,1
84460,2016-03-03,6
89493,2016-03-03,1
432937,2016-03-03,1
25608,2016-03-03,1
96173,2016-03-03,1
223139,2016-03-03,1
171664,2016-03-03,3
131142,2016-03-03,1
160315,2016-03-03,9
314158,2016-03-03,1
94938,2016-03-03,1
284507,2016-03-03,1
138490,2016-03-03,2
22415,2016-03-03,3
144493,2016-03-03,3
14437,2016-03-03,1
128884,2016-03-03,2
96483,2016-03-03,1
440553,2016-03-03,1
125304,2016-03-03,2
129796,2016-03-03,2
515883,2016-03-03,1
84460,2016-03-02,2
153888,2016-03-02,2
445667,2016-03-02,1
47777,2016-03-02,1
26096,2016-03-02,1
426191,2016-03-02,1
23909,2016-03-02,2
33062,2016-03-02,2
14694,2016-03-02,1
210156,2016-03-02,1
92812,2016-03-02,1
294084,2016-03-02,3
219198,2016-03-02,1
180401,2016-03-02,1
325006,2016-03-02,2
17720,2016-03-02,1
20451,2016-03-02,1
2293,2016-03-02,1
412057,2016-03-02,4
160730,2016-03-02,2
223139,2016-03-02,1
453703,2016-03-02,1
31530,2016-03-02,1
132772,2016-03-02,1
39477,2016-03-02,1
311042,2016-03-02,1
162475,2016-03-02,2
160315,2016-03-02,2
128884,2016-03-02,2
172218,2016-03-02,5
4511,2016-03-02,3
171664,2016-03-02,5
96831,2016-03-02,1
388729,2016-03-02,2
311894,2016-03-02,1
230794,2016-03-02,3
71361,2016-03-02,2
205638,2016-03-02,1
144493,2016-03-02,1
255,2016-03-02,1
21795,2016-03-02,1
217681,2016-03-02,1
518066,2016-03-02,3
192567,2016-03-02,1
515883,2016-03-02,1
17749,2016-03-02,2
21133,2016-03-02,2
39994,2016-03-02,1
174970,2016-03-02,1
162475,2016-03-01,4
13280,2016-03-01,2
171664,2016-03-01,1
246014,2016-03-01,1
230794,2016-03-01,3
217681,2016-03-01,2
348004,2016-03-01,2
389448,2016-03-01,1
130160,2016-03-01,2
140164,2016-03-01,2
128884,2016-03-01,1
172218,2016-03-01,6
17720,2016-03-01,1
98319,2016-03-01,1
27811,2016-03-01,1
518066,2016-03-01,3
131069,2016-03-01,1
284507,2016-03-01,1
341645,2016-03-01,1
314158,2016-03-01,1
388729,2016-03-01,2
5876,2016-03-01,2
47144,2016-03-01,1
23909,2016-03-01,1
112569,2016-03-01,1
112492,2016-03-01,1
20451,2016-03-01,1
174970,2016-03-01,1
39477,2016-03-01,5
14437,2016-03-01,1
153888,2016-03-01,1
153932,2016-03-01,2
17749,2016-03-01,1
443438,2016-03-01,1
26096,2016-03-01,1
160730,2016-03-01,1
1777,2016-03-01,1
417324,2016-02-29,1
399135,2016-02-29,7
138490,2016-02-29,1
26096,2016-02-29,3
443438,2016-02-29,1
426073,2016-02-29,1
92228,2016-02-29,1
221144,2016-02-29,1
471825,2016-02-29,2
210156,2016-02-29,1
145838,2016-02-29,2
47144,2016-02-29,1
284507,2016-02-29,2
39477,2016-02-29,2
367448,2016-02-29,1
217681,2016-02-29,6
84460,2016-02-29,1
131142,2016-02-29,1
118949,2016-02-29,1
172218,2016-02-29,5
20451,2016-02-29,1
388729,2016-02-29,1
199619,2016-02-29,1
21133,2016-02-29,1
26403,2016-02-29,2
230794,2016-02-29,2
28575,2016-02-29,2
171664,2016-02-29,1
140164,2016-02-29,1
94774,2016-02-29,1
160315,2016-02-29,3
180401,2016-02-29,1
518066,2016-02-29,4
2410,2016-02-29,1
412057,2016-02-29,2
174970,2016-02-29,1
160730,2016-02-29,1
121575,2016-02-29,1
172218,2016-02-28,4
17749,2016-02-28,1
26403,2016-02-28,3
131142,2016-02-28,2
162475,2016-02-28,4
433156,2016-02-28,1
412057,2016-02-28,1
44958,2016-02-28,1
160315,2016-02-28,1
348004,2016-02-28,2
160730,2016-02-28,3
443438,2016-02-28,2
96831,2016-02-28,1
26096,2016-02-28,2
171664,2016-02-28,3
399135,2016-02-28,10
518066,2016-02-28,2
39477,2016-02-28,4
94774,2016-02-28,1
174970,2016-02-28,4
27048,2016-02-28,2
47144,2016-02-28,1
129796,2016-02-28,1
474624,2016-02-28,1
427079,2016-02-28,1
112492,2016-02-28,1
291298,2016-02-28,1
223139,2016-02-28,1
8999,2016-02-28,1
507128,2016-02-27,1
94938,2016-02-27,1
30693,2016-02-27,1
226697,2016-02-27,2
171664,2016-02-27,5
26707,2016-02-27,1
21133,2016-02-27,3
39477,2016-02-27,3
314158,2016-02-27,1
294084,2016-02-27,1
198028,2016-02-27,1
160730,2016-02-27,2
14437,2016-02-27,1
34348,2016-02-27,2
319066,2016-02-27,1
160315,2016-02-27,4
84415,2016-02-27,1
180401,2016-02-27,1
205638,2016-02-27,1
389448,2016-02-27,2
84460,2016-02-27,1
98319,2016-02-27,5
82051,2016-02-27,1
129796,2016-02-27,4
2410,2016-02-27,1
131142,2016-02-27,5
463412,2016-02-27,1
172218,2016-02-27,4
240563,2016-02-27,1
140164,2016-02-27,1
426073,2016-02-27,2
138806,2016-02-27,1
128884,2016-02-27,7
105439,2016-02-27,1
26096,2016-02-27,2
131069,2016-02-27,1
25608,2016-02-27,1
217681,2016-02-27,1
477153,2016-02-27,1
144416,2016-02-27,1
138490,2016-02-27,1
48597,2016-02-27,1
27048,2016-02-27,1
186264,2016-02-27,1
171664,2016-02-26,5
180401,2016-02-26,3
348004,2016-02-26,4
172218,2016-02-26,7
246014,2016-02-26,1
160315,2016-02-26,6
432937,2016-02-26,1
230794,2016-02-26,7
39889,2016-02-26,1
160730,2016-02-26,4
82051,2016-02-26,1
96831,2016-02-26,1
210156,2016-02-26,1
391891,2016-02-26,1
81838,2016-02-26,1
39477,2016-02-26,4
423196,2016-02-26,1
28575,2016-02-26,1
118277,2016-02-26,1
13280,2016-02-26,2
486249,2016-02-26,1
123803,2016-02-26,1
14437,2016-02-26,1
226537,2016-02-26,2
64436,2016-02-26,1
129796,2016-02-26,6
116172,2016-02-26,1
167246,2016-02-26,1
87429,2016-02-26,1
426073,2016-02-26,3
33062,2016-02-26,1
27048,2016-02-26,8
128884,2016-02-26,5
140164,2016-02-26,2
284507,2016-02-26,1
240563,2016-02-26,2
96483,2016-02-26,2
26096,2016-02-26,2
412057,2016-02-26,3
174970,2016-02-26,3
45258,2016-02-26,4
116169,2016-02-26,3
325006,2016-02-26,1
199619,2016-02-26,2
427079,2016-02-26,1
97383,2016-02-26,1
426191,2016-02-26,1
130160,2016-02-26,1
153932,2016-02-26,1
389448,2016-02-26,1
311894,2016-02-26,1
17749,2016-02-26,1
317284,2016-02-26,2
443438,2016-02-26,1
47144,2016-02-26,2
138793,2016-02-26,1
17720,2016-02-26,1
86899,2016-02-26,1
98319,2016-02-26,1
27048,2016-02-25,7
46894,2016-02-25,1
17749,2016-02-25,2
131142,2016-02-25,3
471825,2016-02-25,3
128884,2016-02-25,2
453703,2016-02-25,1
440553,2016-02-25,1
160730,2016-02-25,2
399135,2016-02-25,2
94940,2016-02-25,1
105439,2016-02-25,1
500392,2016-02-25,1
5876,2016-02-25,1
47777,2016-02-25,1
425034,2016-02-25,1
47144,2016-02-25,2
17720,2016-02-25,1
129796,2016-02-25,3
432937,2016-02-25,1
391891,2016-02-25,1
317284,2016-02-25,1
171664,2016-02-25,4
61347,2016-02-25,1
140164,2016-02-25,1
94938,2016-02-25,1
226537,2016-02-25,2
20451,2016-02-25,1
348004,2016-02-25,2
39477,2016-02-25,6
138490,2016-02-25,2
240563,2016-02-25,3
96173,2016-02-25,1
325006,2016-02-25,1
97465,2016-02-25,2
434783,2016-02-25,1
172218,2016-02-25,3
174970,2016-02-25,4
131069,2016-02-25,1
96483,2016-02-25,3
500634,2016-02-25,1
305719,2016-02-25,1
447884,2016-02-25,1
23581,2016-02-25,1
467126,2016-02-25,1
160315,2016-02-25,3
96831,2016-02-25,1
150508,2016-02-25,1
129796,2016-02-24,1
160730,2016-02-24,3
311894,2016-02-24,1
102034,2016-02-24,1
426073,2016-02-24,2
39477,2016-02-24,7
474624,2016-02-24,1
160315,2016-02-24,3
105439,2016-02-24,1
15105,2016-02-24,1
5876,2016-02-24,4
16914,2016-02-24,1
150508,2016-02-24,2
358016,2016-02-24,1
159772,2016-02-24,3
140164,2016-02-24,1
16383,2016-02-24,1
171664,2016-02-24,5
8999,2016-02-24,1
3454,2016-02-24,4
412057,2016-02-24,3
426191,2016-02-24,3
138793,2016-02-24,1
426255,2016-02-24,1
4511,2016-02-24,1
471825,2016-02-24,4
172218,2016-02-24,4
97465,2016-02-24,1
174970,2016-02-24,3
425034,2016-02-24,2
409786,2016-02-24,1
173538,2016-02-24,1
314158,2016-02-24,1
131142,2016-02-24,1
130160,2016-02-24,1
82051,2016-02-24,2
1705,2016-02-24,1
17749,2016-02-24,1
447884,2016-02-24,1
226537,2016-02-24,1
27048,2016-02-24,3
235993,2016-02-24,1
435328,2016-02-24,1
97383,2016-02-24,1
34348,2016-02-24,1
417324,2016-02-24,1
86459,2016-02-24,1
190139,2016-02-24,2
399135,2016-02-24,1
348004,2016-02-24,1
315177,2016-02-24,1
412057,2016-02-23,2
426191,2016-02-23,2
506364,2016-02-23,1
42701,2016-02-23,1
223139,2016-02-23,1
443438,2016-02-23,2
310389,2016-02-23,1
217681,2016-02-23,2
92812,2016-02-23,1
39477,2016-02-23,4
138793,2016-02-23,5
60815,2016-02-23,1
128884,2016-02-23,4
325006,2016-02-23,1
6630,2016-02-23,1
114050,2016-02-23,1
30252,2016-02-23,1
17749,2016-02-23,1
220551,2016-02-23,1
221144,2016-02-23,1
150508,2016-02-23,3
47144,2016-02-23,1
28307,2016-02-23,1
399135,2016-02-23,1
391436,2016-02-23,1
172218,2016-02-23,5
463412,2016-02-23,1
171664,2016-02-23,5
345983,2016-02-23,1
160315,2016-02-23,3
391891,2016-02-23,1
426073,2016-02-23,1
174970,2016-02-23,7
